Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Ember-Scarred Girdle,Shieldguard's Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Sinful Gladiator's Ring,Gluttonous Spike,Decanter of Anima-Charged Winds,Shroud of the Penitent,Axe of the Deadgrove,Acidslough Bulwark,81688057,Wraps of the Blood-Soaked Brawler,Tabard of the Earthen Ring
Wing Commander's Helmet,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Shadowghast Ring,Death God's Signet,Gluttonous Spike,Bargast's Leash,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,73380864,Sleeveless T-Shirt,Tabard of the Explorer
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Reality-Shatter Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Death God's Signet,Bladedancer's Armor Kit,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,194770582,,
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,176644890,,Tabard of the Lightbringer
Wrathbark Greathelm,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Sinful Aspirant's Plate Legguards,Sinful Aspirant's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Fleshfused Circle,Ring of Perpetual Conflict,Splintered Heart of Al'ar,Anima Field Emitter,Sinful Gladiator's Drape,Axe of the Deadgrove,Builwark of the Stone Legion,38758167,Wraps of the Blood-Soaked Brawler,Argent Crusader's Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Pulsating Stoneheart,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,209211183,Fashionable Undershirt,Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Dread Sentinel's Ebony Spaulders,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Dread Sentinel's Ebony Greatboots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Shadowghast Ring,Inscrutable Quantum Device,Pulsating Stoneheart,Mantle of Manifest Sins,Sinsmasher,Builwark of the Stone Legion,177471144,Sleeveless T-Shirt,Tabard of the Wyrmrest Accord
Darkfrost Helmet,Charm of Eternal Winter,Tabone's Branded Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Guilewind Stone Talons,Band of the Risen Bonelord,Ritual Commander's Ring,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Supercollider,Elysian Sentinel's Aegis,139158862,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Ritual Bone Band,Slimy Consumptive Organ,Viscera of Coalesced Hatred,Decadent Nathrian Shawl,Axe of the Deadgrove,Barricade of the Endless Empire,169607486,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,176995816,,Illustrious Guild Tabard
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ritualist's Treasured Ring,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Stonewrought Gargoyles Barrier,193347475,,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Bargast's Leash,Anima Field Emitter,Decadent Nathrian Shawl,Axe of the Deadgrove,Encrusted Canopic Lid,167538332,,Horde Tabard
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Misfiring Centurion Controller,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,197674303,White Swashbuckler's Shirt,Stone Guard's Herald
Darkfrost Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Death God's Signet,Spare Meat Hook,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,166058520,,
Oversized Centurion Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Ritualist's Treasured Ring,Sinful Aspirant's Ring,Sinful Gladiator's Emblem,Skulker's Wing,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,242855357,,Tabard of the Ascended
Diadem of Imperious Desire,Charm of Eternal Winter,Prankster's Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Chyrus's Crest of Hope,184298291,,
Diadem of Imperious Desire,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Ardent Sunstar Signet,Sinful Aspirant's Badge of Ferocity,Splintered Heart of Al'ar,Selfless Collector's Greatcloak,Engorged Worm Smasher,Acidslough Bulwark,176735102,,Tabard of the Wyrmrest Accord
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Hardened Castle Crushers,Death God's Signet,Signet of the False Accuser,Slimy Consumptive Organ,Anima Field Emitter,Grim-Veiled Cape,Sophisticated Bonecracker,Elysian Sentinel's Aegis,175798760,,
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Bloodoath Signet,Ardent Sunstar Signet,Gluttonous Spike,Splintered Heart of Al'ar,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,175721864,,Renowned Guild Tabard
Wing Commander's Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Signet of the False Accuser,Memory of Past Sins,Bladedancer's Armor Kit,Grim-Veiled Cape,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,193706919,,Tabard of the Dark Iron
Darkfrost Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Pulsating Stoneheart,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,156352303,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Gauntlets,Ritual Bone Band,Ring of Perpetual Conflict,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Sinsmasher,Sinful Gladiator's Guard,166754709,,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Sinful Gladiator's Ring,Darkmoon Deck: Indomitable,Slimy Consumptive Organ,Sinful Gladiator's Cloak,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,176258513,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Anima Field Emitter,Pulsating Stoneheart,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,95484374,Artisan Officer's Shirt,Tabard of the Lightbringer
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Signet of the False Accuser,Blood-Spattered Scale,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,165159780,,Argent Crusader's Tabard
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,200728727,Common Brown Shirt,Tabard of the Ascended
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Bloodoath Signet,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Gorestained Cleaver,Barricade of the Endless Empire,113713921,Precious' Ribbon,
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Stonebark Girdle,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Shadowghast Ring,Band of the Risen Bonelord,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,161204362,Dark Silk Shirt,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Shadowghast Armguards,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Death God's Signet,Splintered Heart of Al'ar,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,202192068,Tailored Officer's Shirt,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Ring of Perpetual Conflict,Blood-Spattered Scale,Viscera of Coalesced Hatred,Crest of the Legionnaire General,Sinsmasher,Acidslough Bulwark,245117475,Red Lumberjack Shirt,Tabard of the Guardians of Hyjal
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,188302871,Precious' Ribbon,Tabard of the Lightbringer
Wing Commander's Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Ceremonial Parade Legguards,Shadowghast Sabatons,Hellhound Cuffs,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Sanguine Vintage,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,96492417,Wraps of the Blood-Soaked Brawler,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Ardent Sunstar Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Decadent Nathrian Shawl,Engorged Worm Smasher,Barricade of the Endless Empire,116613516,,
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Halkias's Towering Pillars,Valinor's Ground Pounders,Shoulderblade Vambraces,Hardened Castle Crushers,Death God's Signet,Signet of the False Accuser,Sinful Aspirant's Badge of Ferocity,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,119153292,Irradiated Undercoat,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ardent Sunstar Signet,Ritualist's Treasured Ring,Sanguine Vintage,Gluttonous Spike,Cowled Batwing Cloak,Xandria's Kopis of Courage,Acidslough Bulwark,198733669,Artisan Officer's Shirt,Undercity Tabard
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,245261828,,Illustrious Guild Tabard
Plague Handler's Greathelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Fallen Templar's Gauntlets,Death God's Signet,Shadowghast Ring,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Guard,180748302,,
Plague Handler's Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Dynamo Doomstompers,Reality-Shatter Vambraces,Fleshfused Crushers,Shadowghast Ring,Ring of Perpetual Conflict,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,44141527,,Stormwind Tabard
Darkfrost Helmet,Muckformed Chain Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Shadowghast Ring,Ritual Commander's Ring,Inscrutable Quantum Device,Darkmoon Deck: Indomitable,Crest of the Legionnaire General,Engorged Worm Smasher,Encrusted Canopic Lid,175253993,,Tabard of the Zandalari
Darkfrost Helmet,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Bladedancer's Armor Kit,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,201828137,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,164840523,Red Linen Shirt,
Darkfrost Helmet,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,164602514,Red Linen Shirt,
Iron Riveted War Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,247631101,,
Plague Handler's Greathelm,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Bargast's Leash,Blood-Spattered Scale,Cloak of Coordination,Axe of the Deadgrove,Burden of the Protectorate,180657290,Artisan Officer's Shirt,Renowned Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Aspirant's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Death God's Signet,Sinful Aspirant's Ring,Anima Field Emitter,Stone Legion Heraldry,Mantle of Manifest Sins,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,195398094,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Fleshfused Circle,Band of the Risen Bonelord,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Supercollider,Elysian Sentinel's Aegis,76714138,Silvermoon Doublet,Tabard of the Lightbringer
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Anima Field Emitter,Slimy Consumptive Organ,Cowled Batwing Cloak,Sacred Sparrer's Edge,Acidslough Bulwark,23348325,Fashionable Undershirt,Tabard of the Lightbringer
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,190326717,,
Wing Commander's Helmet,Sinful Gladiator's Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Valinor's Ground Pounders,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Bargast's Leash,Sinful Gladiator's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,172770813,,Hellscream's Reach Tabard
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,156103505,,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Chestplate of the March Warden,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Bloodoath Signet,Macabre Sheet Music,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,141445649,Precious' Ribbon,Tabard of the Ascended
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Shadowghast Gauntlets,Entwined Gorger Tendril,Most Regal Signet of Sire Denathrius,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Bulwark of the Unbowed,246978378,,Renowned Guild Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,38372178,Initiate's Shirt,
Diadem of Imperious Desire,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Death God's Signet,Sinful Aspirant's Insignia of Alacrity,Darkmoon Deck: Voracity,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,195375648,,Ironforge Tabard
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Shadowghast Ring,Death God's Signet,Mjolnir Runestone,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Gorestained Cleaver,Chyrus's Crest of Hope,191855645,,
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Shadowghast Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Bloodoath Signet,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Drape of Twisted Loyalties,Barbed-Edge of the Stone Legion,Builwark of the Stone Legion,176201426,,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Bloodoath Signet,Decanter of Anima-Charged Winds,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,123066735,,Tabard of the Ascended
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,162182888,Artisan Officer's Shirt,Renowned Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,158661428,,Renowned Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Band of the Risen Bonelord,Hyperlight Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,202886880,,
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Valinor's Ground Pounders,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Shadowghast Ring,Death God's Signet,Sinful Gladiator's Insignia of Alacrity,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,245828891,,
